gps_time,comp_time,lat,lon,alt,quality,hdop
02:02:08.600000,1749693728.8511467,37.5987582,127.0447803,25.700,1,1.35
02:02:13.600000,1749693733.6453793,37.5987670,127.0447600,22.000,2,3.40
02:02:22.700000,1749693742.7427666,37.5987790,127.0447418,21.700,2,3.39
02:02:31.900000,1749693751.9483788,37.5987810,127.0447182,18.100,2,3.37
02:02:59.100000,1749693779.1488495,37.5987703,127.0446998,22.500,2,2.21
02:03:04.400000,1749693784.447472,37.5987732,127.0446773,26.600,2,2.21
02:03:10,1749693790.0596712,37.5987595,127.0446622,30.500,2,2.23
02:03:13,1749693793.0568964,37.5987417,127.0446570,31.200,2,2.23
02:03:15.900000,1749693795.9522905,37.5987235,127.0446538,33.600,2,2.21
02:03:18.800000,1749693798.8518531,37.5987053,127.0446512,34.800,2,2.21
02:03:20.700000,1749693800.7493982,37.5986887,127.0446418,37.700,2,1.24
02:03:22.200000,1749693802.251424,37.5986730,127.0446280,40.500,2,2.21
02:03:24,1749693804.057235,37.5986562,127.0446182,42.800,2,1.24
02:03:25.600000,1749693805.6504712,37.5986408,127.0446057,45.700,2,1.24
02:03:27.600000,1749693807.65159,37.5986237,127.0445962,48.500,2,1.24
02:03:29.800000,1749693809.8501806,37.5986053,127.0445908,50.600,2,1.24
02:03:31.900000,1749693811.9561796,37.5985877,127.0445847,52.500,2,1.24
02:03:34.200000,1749693814.251247,37.5985697,127.0445797,54.200,2,1.24
02:03:36.500000,1749693816.5475202,37.5985520,127.0445733,54.900,2,1.24
02:03:39,1749693819.055636,37.5985340,127.0445747,55.400,2,1.24
02:03:41.100000,1749693821.1490314,37.5985153,127.0445742,55.500,2,1.24
02:03:43.400000,1749693823.4519875,37.5984965,127.0445758,55.300,2,1.24
02:03:45.500000,1749693825.545191,37.5984785,127.0445738,55.300,2,1.24
02:03:47.900000,1749693827.9487822,37.5984618,127.0445647,55.000,2,1.24
02:03:50.200000,1749693830.249551,37.5984438,127.0445635,54.600,2,1.24
02:03:52.900000,1749693832.9476764,37.5984258,127.0445625,53.400,2,1.24
02:03:55.400000,1749693835.4455817,37.5984083,127.0445568,51.800,2,1.24
02:03:57.400000,1749693837.4489753,37.5983908,127.0445503,50.500,2,1.24
02:04:00.100000,1749693840.1477647,37.5983725,127.0445432,49.800,2,1.24
02:04:02.800000,1749693842.8482656,37.5983547,127.0445385,49.700,2,1.24
02:04:05.400000,1749693845.4477346,37.5983372,127.0445332,49.600,2,1.24
02:04:07.400000,1749693847.4480448,37.5983190,127.0445288,49.500,2,1.24
02:04:09.500000,1749693849.5493178,37.5983008,127.0445283,49.900,2,1.24
02:04:12.200000,1749693852.2477276,37.5982837,127.0445205,49.900,2,1.24
02:04:14.300000,1749693854.3462613,37.5982652,127.0445177,49.400,2,1.24
02:04:16.600000,1749693856.6504743,37.5982477,127.0445102,48.600,2,1.24
02:04:19,1749693859.0582378,37.5982297,127.0445065,48.600,2,1.24
02:04:21.300000,1749693861.345831,37.5982113,127.0445062,49.500,2,1.24
02:04:23.900000,1749693863.947108,37.5981932,127.0445013,49.800,2,1.25
02:04:27,1749693867.05049,37.5981752,127.0445012,49.800,2,1.25
02:04:29.700000,1749693869.745788,37.5981570,127.0444992,50.100,2,1.25
02:04:31.700000,1749693871.7471685,37.5981395,127.0444915,51.300,2,1.25
02:04:34.100000,1749693874.1449206,37.5981217,127.0444858,52.600,2,1.25
02:04:36.400000,1749693876.4575043,37.5981043,127.0444800,53.200,2,1.25
02:04:38.700000,1749693878.7520828,37.5980863,127.0444753,54.500,2,1.25
02:04:41.200000,1749693881.2486181,37.5980677,127.0444733,54.600,2,1.25
02:04:43.400000,1749693883.4474113,37.5980502,127.0444667,55.000,2,1.25
02:04:45.500000,1749693885.5483725,37.5980318,127.0444633,55.400,2,1.25
02:04:47.800000,1749693887.8500798,37.5980137,127.0444615,54.500,2,1.25
02:04:49.900000,1749693889.9466493,37.5979948,127.0444600,54.600,2,1.25
02:04:51.900000,1749693891.9470413,37.5979770,127.0444552,53.900,2,1.25
02:04:53.700000,1749693893.7500515,37.5979590,127.0444513,52.800,2,1.25
02:04:55.700000,1749693895.7446868,37.5979408,127.0444475,52.900,2,1.25
02:04:57.700000,1749693897.7485664,37.5979227,127.0444420,52.700,2,1.25
02:04:59.900000,1749693899.947015,37.5979043,127.0444378,53.400,2,1.25
02:05:01.700000,1749693901.7467563,37.5978865,127.0444343,53.400,2,1.25
02:05:04,1749693904.0531027,37.5978693,127.0444268,54.300,2,1.25
02:05:06,1749693906.0510318,37.5978517,127.0444218,54.700,2,1.25
02:05:07.900000,1749693907.9447372,37.5978340,127.0444152,54.200,2,1.25
02:05:09.600000,1749693909.6453362,37.5978182,127.0444028,53.900,2,1.25
02:05:11.100000,1749693911.1449635,37.5978067,127.0443843,53.300,2,1.25
02:05:13.600000,1749693913.645419,37.5977912,127.0443720,51.300,2,1.25
02:05:15.600000,1749693915.6456525,37.5977727,127.0443668,50.400,2,1.25
02:05:17.800000,1749693917.8449776,37.5977550,127.0443618,50.500,2,1.25
02:05:20.200000,1749693920.246702,37.5977370,127.0443592,50.200,2,1.36
02:05:22,1749693922.0493066,37.5977185,127.0443588,49.500,2,1.25
02:05:24,1749693924.0518708,37.5976990,127.0443547,49.000,2,1.25
02:05:28.700000,1749693928.7444613,37.5977065,127.0443340,47.900,2,1.36
02:05:31.400000,1749693931.444984,37.5977165,127.0443143,46.900,2,1.36
02:05:33.600000,1749693933.6438613,37.5977312,127.0442997,46.400,2,1.36
02:05:36.300000,1749693936.3441484,37.5977415,127.0442790,47.200,2,1.25
02:05:38.900000,1749693938.9424415,37.5977492,127.0442580,47.200,2,1.25
02:05:40.800000,1749693940.8434184,37.5977545,127.0442363,47.100,2,1.25
02:05:42.400000,1749693942.4447186,37.5977645,127.0442170,46.800,2,1.25
02:05:44,1749693944.049667,37.5977735,127.0441968,46.600,2,1.25
02:05:45.800000,1749693945.8445885,37.5977807,127.0441743,45.500,2,1.25
02:05:47.800000,1749693947.845777,37.5977872,127.0441528,44.900,2,1.25
02:05:49.500000,1749693949.545353,37.5977917,127.0441307,44.500,2,1.25
02:05:51.700000,1749693951.7448523,37.5977992,127.0441093,44.200,2,1.25
02:05:53.300000,1749693953.3431432,37.5978013,127.0440855,44.300,2,1.25
