gps_time,comp_time,lat,lon,alt,quality,hdop
04:11:33.900000,1749701494.071442,37.5987860,127.0448710,28.000,5,1.89
04:11:53.200000,1749701513.2551696,37.5987865,127.0448595,29.800,2,2.00
04:11:54.300000,1749701514.3550386,37.5987882,127.0448483,29.800,2,2.00
04:11:55.400000,1749701515.455695,37.5987893,127.0448368,29.700,2,1.88
04:11:56.600000,1749701516.6610284,37.5987903,127.0448250,29.000,2,2.00
04:11:57.600000,1749701517.6583285,37.5987917,127.0448133,28.900,2,2.00
04:11:58.600000,1749701518.6558118,37.5987928,127.0448008,28.800,2,1.88
04:11:59.600000,1749701519.665455,37.5987935,127.0447890,28.600,2,1.88
04:12:00.500000,1749701520.5570123,37.5987940,127.0447772,28.600,2,1.88
04:12:01.500000,1749701521.5554566,37.5987945,127.0447657,28.500,5,1.88
04:12:02.400000,1749701522.4550557,37.5987973,127.0447547,28.700,2,1.88
04:12:03.400000,1749701523.4547114,37.5988035,127.0447455,28.400,2,1.88
04:12:04.400000,1749701524.4574678,37.5988108,127.0447373,28.100,2,1.88
04:12:05.300000,1749701525.3549187,37.5988192,127.0447308,28.100,5,1.88
04:12:06.300000,1749701526.3563118,37.5988282,127.0447248,28.600,2,1.88
04:12:07.200000,1749701527.2554483,37.5988357,127.0447185,28.600,2,1.88
04:12:08,1749701528.0601306,37.5988413,127.0447078,29.100,2,1.88
04:12:09,1749701529.0580497,37.5988477,127.0446990,29.400,2,1.88
04:12:09.900000,1749701529.9560437,37.5988530,127.0446898,29.100,2,1.88
04:12:10.800000,1749701530.8570433,37.5988572,127.0446783,29.700,2,1.88
04:12:11.900000,1749701531.955533,37.5988592,127.0446663,29.900,2,1.52
04:12:12.900000,1749701532.9549563,37.5988612,127.0446552,30.100,2,1.52
04:12:14,1749701534.0580637,37.5988652,127.0446438,29.900,2,1.52
04:12:15,1749701535.0596724,37.5988685,127.0446320,30.200,2,1.52
04:12:15.800000,1749701535.8554063,37.5988708,127.0446200,30.800,2,1.52
04:12:16.700000,1749701536.7574208,37.5988735,127.0446090,30.900,2,1.52
04:12:17.600000,1749701537.6726518,37.5988767,127.0445980,31.300,5,1.52
04:12:18.600000,1749701538.6556563,37.5988795,127.0445858,31.400,2,1.52
04:12:19.500000,1749701539.5560374,37.5988812,127.0445738,31.700,5,1.52
04:12:20.500000,1749701540.5562663,37.5988835,127.0445622,31.800,5,1.52
04:12:21.400000,1749701541.456036,37.5988863,127.0445510,32.200,5,1.52
04:12:22.300000,1749701542.3559785,37.5988892,127.0445402,32.600,5,1.52
04:12:23.200000,1749701543.2575305,37.5988920,127.0445287,32.800,5,1.52
04:12:24.200000,1749701544.2576816,37.5988937,127.0445167,33.000,5,1.52
04:12:25.200000,1749701545.262945,37.5988967,127.0445045,33.200,5,1.52
04:12:26.100000,1749701546.156121,37.5989008,127.0444940,33.200,5,1.52
04:12:27,1749701547.0618613,37.5989037,127.0444830,33.300,5,1.52
04:12:28,1749701548.059777,37.5989052,127.0444710,33.500,5,1.52
04:12:29,1749701549.0607793,37.5989068,127.0444595,33.400,5,1.52
04:12:29.900000,1749701549.9565134,37.5989088,127.0444483,33.600,5,1.52
04:12:30.800000,1749701550.856619,37.5989115,127.0444368,33.400,5,1.52
04:12:31.700000,1749701551.7558346,37.5989142,127.0444255,33.400,2,1.52
04:12:32.600000,1749701552.6564186,37.5989170,127.0444142,33.100,2,1.52
04:12:33.500000,1749701553.5583355,37.5989200,127.0444020,33.200,2,1.52
04:12:34.400000,1749701554.4574306,37.5989223,127.0443902,33.100,2,1.52
04:12:35.300000,1749701555.3557527,37.5989258,127.0443792,33.100,2,1.52
04:12:36.300000,1749701556.357036,37.5989283,127.0443670,33.200,2,1.52
04:12:37.100000,1749701557.155936,37.5989322,127.0443567,33.200,5,1.52
04:12:38,1749701558.0629113,37.5989350,127.0443458,33.500,5,1.52
04:12:38.900000,1749701558.9556453,37.5989383,127.0443347,33.500,5,1.52
04:12:39.900000,1749701559.9554858,37.5989417,127.0443232,33.600,2,1.52
04:12:40.800000,1749701560.8558257,37.5989453,127.0443127,33.500,2,1.52
04:12:41.800000,1749701561.856499,37.5989450,127.0443007,33.700,5,1.52
04:12:42.800000,1749701562.8563669,37.5989462,127.0442888,33.600,5,1.87
04:12:43.800000,1749701563.8555593,37.5989493,127.0442775,33.700,5,1.52
04:12:44.800000,1749701564.8582735,37.5989513,127.0442663,34.000,5,1.52
04:12:45.800000,1749701565.8568974,37.5989532,127.0442547,34.300,5,1.52
04:12:46.800000,1749701566.856154,37.5989558,127.0442435,34.400,5,1.52
04:12:47.900000,1749701567.957683,37.5989595,127.0442322,34.500,5,1.52
04:12:49,1749701569.063277,37.5989610,127.0442208,34.500,5,1.21
04:12:50.100000,1749701570.1585586,37.5989635,127.0442087,34.900,5,1.21
04:12:51.100000,1749701571.157913,37.5989663,127.0441975,35.100,5,1.21
04:12:52.200000,1749701572.264232,37.5989693,127.0441853,35.400,5,1.21
04:12:53.200000,1749701573.2559881,37.5989720,127.0441740,35.500,5,1.21
04:12:54.300000,1749701574.3593369,37.5989747,127.0441627,35.500,5,1.21
04:12:55.400000,1749701575.4627478,37.5989770,127.0441508,35.500,5,1.21
04:12:56.500000,1749701576.5596929,37.5989795,127.0441388,35.500,5,1.21
04:12:57.600000,1749701577.6671183,37.5989823,127.0441270,35.500,5,1.21
04:12:58.600000,1749701578.6577148,37.5989850,127.0441160,35.700,5,1.21
04:12:59.600000,1749701579.6697645,37.5989887,127.0441052,35.900,5,1.21
04:13:00.600000,1749701580.659527,37.5989922,127.0440942,36.100,5,1.21
04:13:01.600000,1749701581.6669044,37.5989947,127.0440825,36.200,5,1.21
04:13:02.500000,1749701582.563412,37.5989960,127.0440707,36.600,5,1.21
04:13:03.400000,1749701583.4624982,37.5989970,127.0440593,36.900,5,1.14
04:13:04.300000,1749701584.3608303,37.5989983,127.0440480,37.200,5,1.14
04:13:05.300000,1749701585.3605847,37.5989988,127.0440362,37.500,5,1.14
04:13:06.300000,1749701586.365916,37.5989998,127.0440243,37.700,5,1.14
04:13:07.200000,1749701587.260231,37.5990007,127.0440127,38.000,5,1.14
04:13:08.100000,1749701588.1605577,37.5990013,127.0440013,38.200,5,1.14
04:13:09,1749701589.0665843,37.5990015,127.0439890,38.600,5,1.14
04:13:10,1749701590.0659707,37.5990042,127.0439770,38.800,5,1.14
04:13:10.900000,1749701590.9611375,37.5990093,127.0439663,39.200,5,1.14
04:13:11.800000,1749701591.859487,37.5990127,127.0439555,39.600,5,1.14
04:13:12.700000,1749701592.7600288,37.5990170,127.0439443,40.000,5,1.14
04:13:13.600000,1749701593.6739457,37.5990197,127.0439325,40.500,5,1.14
04:13:14.500000,1749701594.5613432,37.5990237,127.0439205,40.900,5,1.14
04:13:15.400000,1749701595.4624858,37.5990277,127.0439093,41.100,5,1.14
04:13:16.200000,1749701596.2609873,37.5990312,127.0438988,41.100,5,1.14
04:13:17,1749701597.0703056,37.5990338,127.0438878,41.000,5,1.14
04:13:17.900000,1749701597.961185,37.5990365,127.0438762,41.100,5,1.14
04:13:18.800000,1749701598.861285,37.5990402,127.0438650,40.900,5,1.14
04:13:19.700000,1749701599.7612116,37.5990437,127.0438535,40.800,5,1.14
04:13:20.600000,1749701600.6615307,37.5990465,127.0438422,40.800,5,1.14
04:13:21.500000,1749701601.5601888,37.5990488,127.0438305,40.800,5,1.14
04:13:22.400000,1749701602.460234,37.5990508,127.0438192,40.700,5,1.14
04:13:23.300000,1749701603.3599396,37.5990543,127.0438077,40.600,5,1.14
04:13:24.300000,1749701604.3634112,37.5990582,127.0437960,40.300,5,1.15
04:13:25.200000,1749701605.2671814,37.5990607,127.0437843,40.300,5,1.15
04:13:26.200000,1749701606.2595592,37.5990640,127.0437723,40.200,5,1.15
04:13:27.200000,1749701607.2663383,37.5990662,127.0437610,40.000,5,1.15
04:13:28.100000,1749701608.16114,37.5990682,127.0437493,39.900,5,1.15
04:13:29,1749701609.0640118,37.5990707,127.0437382,39.800,5,1.15
